pipeline_policy,trigger_position,context_length,model,reference,diff,ci_lo,ci_hi,n_template_incompatible,p_tost,p_holm,p_bh,equivalent_raw,equivalent_holm,equivalent_bh
truncate_head,old_turn,2048,pythia-1b,gemma-3-1b-it,1.0,1.0,1.0,0,1.0,1.0,1.0,False,False,False
truncate_head,old_turn,2048,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,old_turn,2048,tinyllama-1_1b-chat,gemma-3-1b-it,1.0,1.0,1.0,0,1.0,1.0,1.0,False,False,False
truncate_head,prefix,512,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,prefix,512,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,prefix,512,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,prefix,1024,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,prefix,1024,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,prefix,1024,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,prefix,2048,pythia-1b,gemma-3-1b-it,1.0,1.0,1.0,0,1.0,1.0,1.0,False,False,False
truncate_head,prefix,2048,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,prefix,2048,tinyllama-1_1b-chat,gemma-3-1b-it,1.0,1.0,1.0,0,1.0,1.0,1.0,False,False,False
truncate_head,recent_turn,512,pythia-1b,gemma-3-1b-it,-0.14147909967845662,-0.2419351656054332,-0.039053789198606303,0,0.9265,1.0,1.0,False,False,False
truncate_head,recent_turn,512,qwen3-0_6b,gemma-3-1b-it,-0.1234726688102894,-0.2269364591239431,-0.01844251739821361,0,0.8765,1.0,1.0,False,False,False
truncate_head,recent_turn,512,tinyllama-1_1b-chat,gemma-3-1b-it,-0.15434083601286175,-0.25351485086457765,-0.05274046408022954,0,0.9545,1.0,1.0,False,False,False
truncate_head,recent_turn,1024,pythia-1b,gemma-3-1b-it,-0.07202572347266883,-0.1754571177191628,0.03294200889575384,0,0.63,1.0,1.0,False,False,False
truncate_head,recent_turn,1024,qwen3-0_6b,gemma-3-1b-it,-0.07524115755627014,-0.17871149296637276,0.029127752322601706,0,0.645,1.0,1.0,False,False,False
truncate_head,recent_turn,1024,tinyllama-1_1b-chat,gemma-3-1b-it,-0.07202572347266883,-0.1754571177191628,0.03294200889575384,0,0.63,1.0,1.0,False,False,False
truncate_head,recent_turn,2048,pythia-1b,gemma-3-1b-it,0.6,0.5068493150684932,0.6944679849340866,0,1.0,1.0,1.0,False,False,False
truncate_head,recent_turn,2048,qwen3-0_6b,gemma-3-1b-it,-0.06237942122186496,-0.16655808531065702,0.04364539457449353,0,0.5875,1.0,1.0,False,False,False
truncate_head,recent_turn,2048,tinyllama-1_1b-chat,gemma-3-1b-it,0.6,0.5068493150684932,0.6944679849340866,0,1.0,1.0,1.0,False,False,False
truncate_head,system,512,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,system,512,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,system,512,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,system,1024,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,system,1024,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,system,1024,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,system,2048,pythia-1b,gemma-3-1b-it,1.0,1.0,1.0,0,1.0,1.0,1.0,False,False,False
truncate_head,system,2048,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_head,system,2048,tinyllama-1_1b-chat,gemma-3-1b-it,1.0,1.0,1.0,0,1.0,1.0,1.0,False,False,False
truncate_middle,end,512,pythia-1b,gemma-3-1b-it,-0.37491961414791,-0.42033711643547705,-0.33244896879957697,0,1.0,1.0,1.0,False,False,False
truncate_middle,end,512,qwen3-0_6b,gemma-3-1b-it,-0.3819935691318328,-0.42766620035912634,-0.3389523809523809,0,1.0,1.0,1.0,False,False,False
truncate_middle,end,512,tinyllama-1_1b-chat,gemma-3-1b-it,-0.39678456591639877,-0.44256822144725366,-0.3534582946695536,0,1.0,1.0,1.0,False,False,False
truncate_middle,end,1024,pythia-1b,gemma-3-1b-it,-0.16527331189710615,-0.2031550732739688,-0.1328610823478119,0,1.0,1.0,1.0,False,False,False
truncate_middle,end,1024,qwen3-0_6b,gemma-3-1b-it,-0.15434083601286175,-0.19017186673717607,-0.12243938327682173,0,1.0,1.0,1.0,False,False,False
truncate_middle,end,1024,tinyllama-1_1b-chat,gemma-3-1b-it,-0.19549839228295818,-0.23377664002664,-0.16000000000000003,0,1.0,1.0,1.0,False,False,False
truncate_middle,end,2048,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,end,2048,qwen3-0_6b,gemma-3-1b-it,-0.003215434083601254,-0.009646302250803873,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,end,2048,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,middle,512,pythia-1b,gemma-3-1b-it,-0.21479099678456595,-0.31332922683095654,-0.11589294829359592,0,0.998,1.0,1.0,False,False,False
truncate_middle,middle,512,qwen3-0_6b,gemma-3-1b-it,-0.24565916398713827,-0.3474173058485139,-0.143124600352268,0,0.9995,1.0,1.0,False,False,False
truncate_middle,middle,512,tinyllama-1_1b-chat,gemma-3-1b-it,-0.22186495176848878,-0.3220318048889506,-0.12442086686473589,0,0.999,1.0,1.0,False,False,False
truncate_middle,middle,1024,pythia-1b,gemma-3-1b-it,-0.014790996784565913,-0.11807314747758488,0.08801938765813579,0,0.2875,1.0,0.5106907894736842,False,False,False
truncate_middle,middle,1024,qwen3-0_6b,gemma-3-1b-it,-0.12025723472668814,-0.22402894361735826,-0.01472486793300127,0,0.867,1.0,1.0,False,False,False
truncate_middle,middle,1024,tinyllama-1_1b-chat,gemma-3-1b-it,-0.00836012861736335,-0.11020993166349217,0.09817653127255775,0,0.255,1.0,0.4559602649006622,False,False,False
truncate_middle,middle,2048,pythia-1b,gemma-3-1b-it,0.6,0.5068493150684932,0.6944679849340866,0,1.0,1.0,1.0,False,False,False
truncate_middle,middle,2048,qwen3-0_6b,gemma-3-1b-it,-0.06881028938906752,-0.17144196746398,0.036139989953549265,0,0.617,1.0,1.0,False,False,False
truncate_middle,middle,2048,tinyllama-1_1b-chat,gemma-3-1b-it,0.6,0.5068493150684932,0.6944679849340866,0,1.0,1.0,1.0,False,False,False
truncate_middle,old_turn,512,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,old_turn,512,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,old_turn,512,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,old_turn,1024,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,old_turn,1024,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,old_turn,1024,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,old_turn,2048,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,old_turn,2048,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,old_turn,2048,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,prefix,512,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,prefix,512,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,prefix,512,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,prefix,1024,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,prefix,1024,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,prefix,1024,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,prefix,2048,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,prefix,2048,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,prefix,2048,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,recent_turn,512,pythia-1b,gemma-3-1b-it,-0.1678456591639872,-0.20269590886029243,-0.13463746869464294,0,1.0,1.0,1.0,False,False,False
truncate_middle,recent_turn,512,qwen3-0_6b,gemma-3-1b-it,-0.18327974276527326,-0.22153628556310795,-0.14968044542657824,0,1.0,1.0,1.0,False,False,False
truncate_middle,recent_turn,512,tinyllama-1_1b-chat,gemma-3-1b-it,-0.1742765273311897,-0.20986017526777015,-0.14018414904082638,0,1.0,1.0,1.0,False,False,False
truncate_middle,recent_turn,1024,pythia-1b,gemma-3-1b-it,-0.06945337620578773,-0.09545454545454546,-0.046492793634920974,0,0.916,1.0,1.0,False,False,False
truncate_middle,recent_turn,1024,qwen3-0_6b,gemma-3-1b-it,-0.06109324758842438,-0.08415402508090615,-0.0392092993549211,0,0.789,1.0,1.0,False,False,False
truncate_middle,recent_turn,1024,tinyllama-1_1b-chat,gemma-3-1b-it,-0.08231511254019297,-0.11010103059753298,-0.05751149061775249,0,0.9825,1.0,1.0,False,False,False
truncate_middle,recent_turn,2048,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,recent_turn,2048,qwen3-0_6b,gemma-3-1b-it,-0.012861736334405127,-0.024922118380062308,-0.003215434083601254,0,0.0,0.0,0.0,True,True,True
truncate_middle,recent_turn,2048,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,system,512,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,system,512,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,system,512,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,system,1024,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,system,1024,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,system,1024,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,system,2048,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,system,2048,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_middle,system,2048,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_tail,end,512,pythia-1b,gemma-3-1b-it,0.012861736334405145,0.0032258064516129032,0.0231023102310231,0,0.0,0.0,0.0,True,True,True
truncate_tail,end,512,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_tail,end,512,tinyllama-1_1b-chat,gemma-3-1b-it,0.022508038585209004,0.009615384615384616,0.03667279821627647,0,0.002,0.244,0.0036000000000000003,True,False,True
truncate_tail,end,1024,pythia-1b,gemma-3-1b-it,0.17556270096463023,0.1422353347135956,0.21389579729317187,0,1.0,1.0,1.0,False,False,False
truncate_tail,end,1024,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_tail,end,1024,tinyllama-1_1b-chat,gemma-3-1b-it,0.19163987138263666,0.1566300650351024,0.23038456901748042,0,1.0,1.0,1.0,False,False,False
truncate_tail,end,2048,pythia-1b,gemma-3-1b-it,1.0,1.0,1.0,0,1.0,1.0,1.0,False,False,False
truncate_tail,end,2048,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_tail,end,2048,tinyllama-1_1b-chat,gemma-3-1b-it,1.0,1.0,1.0,0,1.0,1.0,1.0,False,False,False
truncate_tail,middle,512,pythia-1b,gemma-3-1b-it,0.11768488745980707,0.09113066557778685,0.1482678423983232,0,1.0,1.0,1.0,False,False,False
truncate_tail,middle,512,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_tail,middle,512,tinyllama-1_1b-chat,gemma-3-1b-it,0.13890675241157557,0.10970816539782058,0.17337662337662338,0,1.0,1.0,1.0,False,False,False
truncate_tail,middle,1024,pythia-1b,gemma-3-1b-it,0.7163987138263666,0.6731391585760518,0.7576650687316904,0,1.0,1.0,1.0,False,False,False
truncate_tail,middle,1024,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_tail,middle,1024,tinyllama-1_1b-chat,gemma-3-1b-it,0.7254019292604501,0.6815274644090809,0.7660180661411852,0,1.0,1.0,1.0,False,False,False
truncate_tail,middle,2048,pythia-1b,gemma-3-1b-it,0.4,0.3055320150659134,0.4931506849315068,0,1.0,1.0,1.0,False,False,False
truncate_tail,middle,2048,qwen3-0_6b,gemma-3-1b-it,-0.11897106109324757,-0.22247170432762647,-0.0155175887405631,0,0.856,1.0,1.0,False,False,False
truncate_tail,middle,2048,tinyllama-1_1b-chat,gemma-3-1b-it,0.4,0.3055320150659134,0.4931506849315068,0,1.0,1.0,1.0,False,False,False
truncate_tail,old_turn,512,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_tail,old_turn,512,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_tail,old_turn,512,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_tail,old_turn,1024,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_tail,old_turn,1024,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_tail,old_turn,1024,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_tail,old_turn,2048,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_tail,old_turn,2048,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_tail,old_turn,2048,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_tail,prefix,512,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_tail,prefix,512,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_tail,prefix,512,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_tail,prefix,1024,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_tail,prefix,1024,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_tail,prefix,1024,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_tail,prefix,2048,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_tail,prefix,2048,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_tail,prefix,2048,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_tail,recent_turn,512,pythia-1b,gemma-3-1b-it,0.07202572347266878,-0.03294200889575384,0.17545711771916284,0,0.63,1.0,1.0,False,False,False
truncate_tail,recent_turn,512,qwen3-0_6b,gemma-3-1b-it,0.06237942122186502,-0.04364539457449361,0.16655808531065697,0,0.5875,1.0,1.0,False,False,False
truncate_tail,recent_turn,512,tinyllama-1_1b-chat,gemma-3-1b-it,0.07202572347266878,-0.03294200889575384,0.17545711771916284,0,0.63,1.0,1.0,False,False,False
truncate_tail,recent_turn,1024,pythia-1b,gemma-3-1b-it,0.12604501607717045,0.02392260931934973,0.2273878622434679,0,0.8875,1.0,1.0,False,False,False
truncate_tail,recent_turn,1024,qwen3-0_6b,gemma-3-1b-it,0.06237942122186502,-0.04364539457449361,0.16655808531065697,0,0.5875,1.0,1.0,False,False,False
truncate_tail,recent_turn,1024,tinyllama-1_1b-chat,gemma-3-1b-it,0.13376205787781348,0.028834389220008125,0.23603523398215603,0,0.9095,1.0,1.0,False,False,False
truncate_tail,recent_turn,2048,pythia-1b,gemma-3-1b-it,0.4,0.3055320150659134,0.4931506849315068,0,1.0,1.0,1.0,False,False,False
truncate_tail,recent_turn,2048,qwen3-0_6b,gemma-3-1b-it,0.06237942122186502,-0.04364539457449361,0.16655808531065697,0,0.5875,1.0,1.0,False,False,False
truncate_tail,recent_turn,2048,tinyllama-1_1b-chat,gemma-3-1b-it,0.4,0.3055320150659134,0.4931506849315068,0,1.0,1.0,1.0,False,False,False
truncate_tail,system,512,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_tail,system,512,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_tail,system,512,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_tail,system,1024,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_tail,system,1024,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_tail,system,1024,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_tail,system,2048,pythia-1b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_tail,system,2048,qwen3-0_6b,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
truncate_tail,system,2048,tinyllama-1_1b-chat,gemma-3-1b-it,0.0,0.0,0.0,0,0.0,0.0,0.0,True,True,True
